delivery_id,lot_id,carrier_id,dispatch_date,transit_days,arrival_date,ship_cutoff_day,on_time,missed_ship,on_time_flag,missed_ship_flag,value_retained
DLV-00263,LOT-00263,CAR-B,2026-05-25,13.98,2026-06-07,16,True,False,1,0,0.7903
DLV-00264,LOT-00264,CAR-B,2026-06-02,14.94,2026-06-16,16,True,False,1,0,0.7759
DLV-00265,LOT-00265,CAR-A,2026-07-04,6.55,2026-07-10,16,True,False,1,0,0.9018
DLV-00266,LOT-00266,CAR-A,2026-05-05,19.19,2026-05-24,16,False,True,0,1,0.0
DLV-00267,LOT-00267,CAR-B,2026-05-03,12.94,2026-05-15,16,True,False,1,0,0.8059
DLV-00268,LOT-00268,CAR-B,2026-07-14,13.08,2026-07-27,16,True,False,1,0,0.8038
DLV-00269,LOT-00269,CAR-B,2026-06-29,16.72,2026-07-15,16,False,True,0,1,0.0
DLV-00270,LOT-00270,CAR-A,2026-06-19,5.13,2026-06-24,16,True,False,1,0,0.923
DLV-00271,LOT-00271,CAR-A,2026-08-02,14.57,2026-08-16,16,True,False,1,0,0.7814
DLV-00272,LOT-00272,CAR-B,2026-07-06,13.25,2026-07-19,16,True,False,1,0,0.8012
DLV-00273,LOT-00273,CAR-A,2026-07-06,3.21,2026-07-09,16,True,False,1,0,0.9518
DLV-00274,LOT-00274,CAR-A,2026-05-02,3.0,2026-05-05,16,True,False,1,0,0.955
DLV-00275,LOT-00275,CAR-A,2026-06-17,10.76,2026-06-27,16,True,False,1,0,0.8386
DLV-00276,LOT-00276,CAR-B,2026-06-01,15.05,2026-06-16,16,True,False,1,0,0.7742
DLV-00277,LOT-00277,CAR-A,2026-05-25,6.87,2026-05-31,16,True,False,1,0,0.897
DLV-00278,LOT-00278,CAR-B,2026-07-11,15.84,2026-07-26,16,True,False,1,0,0.7624
DLV-00279,LOT-00279,CAR-B,2026-07-08,14.87,2026-07-22,16,True,False,1,0,0.777
DLV-00280,LOT-00280,CAR-A,2026-05-21,16.22,2026-06-06,16,False,True,0,1,0.0
DLV-00281,LOT-00281,CAR-B,2026-07-05,15.24,2026-07-20,16,True,False,1,0,0.7714
DLV-00282,LOT-00282,CAR-A,2026-06-29,4.04,2026-07-03,16,True,False,1,0,0.9394
DLV-00283,LOT-00283,CAR-B,2026-05-14,13.9,2026-05-27,16,True,False,1,0,0.7915
DLV-00284,LOT-00284,CAR-B,2026-06-08,15.22,2026-06-23,16,True,False,1,0,0.7717
DLV-00285,LOT-00285,CAR-A,2026-06-18,5.91,2026-06-23,16,True,False,1,0,0.9114
DLV-00286,LOT-00286,CAR-A,2026-06-18,25.83,2026-07-13,16,False,True,0,1,0.0
DLV-00287,LOT-00287,CAR-A,2026-05-14,3.43,2026-05-17,16,True,False,1,0,0.9486
DLV-00288,LOT-00288,CAR-B,2026-08-08,12.78,2026-08-20,16,True,False,1,0,0.8083
DLV-00289,LOT-00289,CAR-B,2026-05-18,14.77,2026-06-01,16,True,False,1,0,0.7784
DLV-00290,LOT-00290,CAR-A,2026-07-21,6.44,2026-07-27,16,True,False,1,0,0.9034
DLV-00291,LOT-00291,CAR-A,2026-05-29,18.31,2026-06-16,16,False,True,0,1,0.0
DLV-00292,LOT-00292,CAR-B,2026-05-27,15.81,2026-06-11,16,True,False,1,0,0.7628
DLV-00293,LOT-00293,CAR-B,2026-06-19,15.31,2026-07-04,16,True,False,1,0,0.7704
DLV-00294,LOT-00294,CAR-A,2026-06-27,19.12,2026-07-16,16,False,True,0,1,0.0
DLV-00295,LOT-00295,CAR-A,2026-07-26,5.01,2026-07-31,16,True,False,1,0,0.9248
DLV-00296,LOT-00296,CAR-B,2026-06-06,15.51,2026-06-21,16,True,False,1,0,0.7674
DLV-00297,LOT-00297,CAR-B,2026-06-01,15.71,2026-06-16,16,True,False,1,0,0.7644
DLV-00298,LOT-00298,CAR-A,2026-06-16,6.45,2026-06-22,16,True,False,1,0,0.9032
DLV-00299,LOT-00299,CAR-A,2026-07-24,3.0,2026-07-27,16,True,False,1,0,0.955
DLV-00300,LOT-00300,CAR-A,2026-06-29,3.36,2026-07-02,16,True,False,1,0,0.9496
DLV-00301,LOT-00301,CAR-A,2026-06-20,16.3,2026-07-06,16,False,True,0,1,0.0
DLV-00302,LOT-00302,CAR-B,2026-06-04,14.29,2026-06-18,16,True,False,1,0,0.7856
DLV-00303,LOT-00303,CAR-B,2026-07-02,13.31,2026-07-15,16,True,False,1,0,0.8004
DLV-00304,LOT-00304,CAR-B,2026-07-01,13.29,2026-07-14,16,True,False,1,0,0.8007
DLV-00305,LOT-00305,CAR-A,2026-06-13,11.5,2026-06-24,16,True,False,1,0,0.8275
DLV-00306,LOT-00306,CAR-A,2026-05-09,18.85,2026-05-27,16,False,True,0,1,0.0
DLV-00307,LOT-00307,CAR-B,2026-05-04,14.09,2026-05-18,16,True,False,1,0,0.7887
DLV-00308,LOT-00308,CAR-B,2026-08-06,13.58,2026-08-19,16,True,False,1,0,0.7963
DLV-00309,LOT-00309,CAR-B,2026-07-29,13.9,2026-08-11,16,True,False,1,0,0.7915
DLV-00310,LOT-00310,CAR-B,2026-08-01,12.58,2026-08-13,16,True,False,1,0,0.8113
DLV-00311,LOT-00311,CAR-A,2026-06-14,3.84,2026-06-17,16,True,False,1,0,0.9424
DLV-00312,LOT-00312,CAR-A,2026-05-04,5.01,2026-05-09,16,True,False,1,0,0.9248
DLV-00313,LOT-00313,CAR-A,2026-07-07,5.85,2026-07-12,16,True,False,1,0,0.9122
DLV-00314,LOT-00314,CAR-A,2026-06-14,5.39,2026-06-19,16,True,False,1,0,0.9192
DLV-00315,LOT-00315,CAR-A,2026-06-29,16.33,2026-07-15,16,False,True,0,1,0.0
DLV-00316,LOT-00316,CAR-A,2026-06-30,4.81,2026-07-04,16,True,False,1,0,0.9278
DLV-00317,LOT-00317,CAR-A,2026-07-15,21.44,2026-08-05,16,False,True,0,1,0.0
DLV-00318,LOT-00318,CAR-B,2026-05-06,14.11,2026-05-20,16,True,False,1,0,0.7884
DLV-00319,LOT-00319,CAR-A,2026-06-05,8.25,2026-06-13,16,True,False,1,0,0.8762
DLV-00320,LOT-00320,CAR-B,2026-06-17,15.48,2026-07-02,16,True,False,1,0,0.7678
DLV-00321,LOT-00321,CAR-A,2026-06-01,23.0,2026-06-24,16,False,True,0,1,0.0
DLV-00322,LOT-00322,CAR-B,2026-05-31,14.28,2026-06-14,16,True,False,1,0,0.7858
DLV-00323,LOT-00323,CAR-B,2026-06-10,12.56,2026-06-22,16,True,False,1,0,0.8116
DLV-00324,LOT-00324,CAR-B,2026-06-12,14.38,2026-06-26,16,True,False,1,0,0.7843
DLV-00325,LOT-00325,CAR-B,2026-06-19,15.05,2026-07-04,16,True,False,1,0,0.7742
DLV-00326,LOT-00326,CAR-B,2026-05-15,15.04,2026-05-30,16,True,False,1,0,0.7744
DLV-00327,LOT-00327,CAR-B,2026-06-21,14.69,2026-07-05,16,True,False,1,0,0.7796
DLV-00328,LOT-00328,CAR-A,2026-07-04,5.47,2026-07-09,16,True,False,1,0,0.918
DLV-00329,LOT-00329,CAR-B,2026-06-12,13.64,2026-06-25,16,True,False,1,0,0.7954
DLV-00330,LOT-00330,CAR-A,2026-06-27,6.47,2026-07-03,16,True,False,1,0,0.903
DLV-00331,LOT-00331,CAR-B,2026-06-21,14.97,2026-07-05,16,True,False,1,0,0.7754
DLV-00332,LOT-00332,CAR-A,2026-05-22,5.4,2026-05-27,16,True,False,1,0,0.919
DLV-00333,LOT-00333,CAR-A,2026-06-22,5.6,2026-06-27,16,True,False,1,0,0.916
DLV-00334,LOT-00334,CAR-A,2026-07-16,29.66,2026-08-14,16,False,True,0,1,0.0
DLV-00335,LOT-00335,CAR-B,2026-05-23,14.26,2026-06-06,16,True,False,1,0,0.7861
DLV-00336,LOT-00336,CAR-A,2026-05-26,5.41,2026-05-31,16,True,False,1,0,0.9188
DLV-00337,LOT-00337,CAR-A,2026-05-04,18.27,2026-05-22,16,False,True,0,1,0.0
DLV-00338,LOT-00338,CAR-A,2026-07-31,4.86,2026-08-04,16,True,False,1,0,0.9271
DLV-00339,LOT-00339,CAR-B,2026-07-16,14.21,2026-07-30,16,True,False,1,0,0.7869
DLV-00340,LOT-00340,CAR-A,2026-07-16,4.64,2026-07-20,16,True,False,1,0,0.9304
DLV-00341,LOT-00341,CAR-A,2026-06-24,26.34,2026-07-20,16,False,True,0,1,0.0
DLV-00342,LOT-00342,CAR-A,2026-05-07,24.17,2026-05-31,16,False,True,0,1,0.0
DLV-00343,LOT-00343,CAR-B,2026-08-05,13.18,2026-08-18,16,True,False,1,0,0.8023
DLV-00344,LOT-00344,CAR-B,2026-05-18,13.57,2026-05-31,16,True,False,1,0,0.7964
DLV-00345,LOT-00345,CAR-B,2026-06-29,13.24,2026-07-12,16,True,False,1,0,0.8014
DLV-00346,LOT-00346,CAR-A,2026-06-08,5.23,2026-06-13,16,True,False,1,0,0.9216
DLV-00347,LOT-00347,CAR-B,2026-05-06,13.89,2026-05-19,16,True,False,1,0,0.7916
DLV-00348,LOT-00348,CAR-B,2026-07-10,15.41,2026-07-25,16,True,False,1,0,0.7688
DLV-00349,LOT-00349,CAR-B,2026-07-16,13.12,2026-07-29,16,True,False,1,0,0.8032
DLV-00350,LOT-00350,CAR-B,2026-08-06,15.6,2026-08-21,16,True,False,1,0,0.766
DLV-00351,LOT-00351,CAR-B,2026-05-09,13.42,2026-05-22,16,True,False,1,0,0.7987
DLV-00352,LOT-00352,CAR-A,2026-05-13,4.44,2026-05-17,16,True,False,1,0,0.9334
DLV-00353,LOT-00353,CAR-A,2026-07-06,23.56,2026-07-29,16,False,True,0,1,0.0
DLV-00354,LOT-00354,CAR-B,2026-07-15,12.77,2026-07-27,16,True,False,1,0,0.8084
DLV-00355,LOT-00355,CAR-A,2026-06-27,17.76,2026-07-14,16,False,True,0,1,0.0
DLV-00356,LOT-00356,CAR-A,2026-05-10,6.17,2026-05-16,16,True,False,1,0,0.9074
DLV-00357,LOT-00357,CAR-B,2026-07-20,12.57,2026-08-01,16,True,False,1,0,0.8114
DLV-00358,LOT-00358,CAR-B,2026-07-05,14.22,2026-07-19,16,True,False,1,0,0.7867
DLV-00359,LOT-00359,CAR-A,2026-08-01,4.62,2026-08-05,16,True,False,1,0,0.9307
DLV-00360,LOT-00360,CAR-A,2026-07-12,4.29,2026-07-16,16,True,False,1,0,0.9356
DLV-00361,LOT-00361,CAR-A,2026-05-01,6.84,2026-05-07,16,True,False,1,0,0.8974
DLV-00362,LOT-00362,CAR-A,2026-08-05,19.75,2026-08-24,16,False,True,0,1,0.0
DLV-00363,LOT-00363,CAR-B,2026-07-27,14.28,2026-08-10,16,True,False,1,0,0.7858
DLV-00364,LOT-00364,CAR-A,2026-08-03,19.63,2026-08-22,16,False,True,0,1,0.0
DLV-00365,LOT-00365,CAR-B,2026-05-11,12.23,2026-05-23,16,True,False,1,0,0.8166
DLV-00366,LOT-00366,CAR-B,2026-06-23,16.42,2026-07-09,16,False,True,0,1,0.0
DLV-00367,LOT-00367,CAR-B,2026-06-19,14.0,2026-07-03,16,True,False,1,0,0.79
DLV-00368,LOT-00368,CAR-B,2026-07-09,12.71,2026-07-21,16,True,False,1,0,0.8094
DLV-00369,LOT-00369,CAR-B,2026-07-29,14.68,2026-08-12,16,True,False,1,0,0.7798
DLV-00370,LOT-00370,CAR-A,2026-06-04,6.79,2026-06-10,16,True,False,1,0,0.8982
DLV-00371,LOT-00371,CAR-A,2026-05-05,10.94,2026-05-15,16,True,False,1,0,0.8359
DLV-00372,LOT-00372,CAR-B,2026-06-04,14.02,2026-06-18,16,True,False,1,0,0.7897
DLV-00373,LOT-00373,CAR-B,2026-07-23,14.77,2026-08-06,16,True,False,1,0,0.7784
DLV-00374,LOT-00374,CAR-A,2026-05-13,13.62,2026-05-26,16,True,False,1,0,0.7957
DLV-00375,LOT-00375,CAR-A,2026-05-29,13.28,2026-06-11,16,True,False,1,0,0.8008
DLV-00376,LOT-00376,CAR-A,2026-06-11,29.46,2026-07-10,16,False,True,0,1,0.0
DLV-00377,LOT-00377,CAR-B,2026-05-01,13.93,2026-05-14,16,True,False,1,0,0.791
DLV-00378,LOT-00378,CAR-A,2026-07-29,5.76,2026-08-03,16,True,False,1,0,0.9136
DLV-00379,LOT-00379,CAR-A,2026-07-30,4.99,2026-08-03,16,True,False,1,0,0.9252
DLV-00380,LOT-00380,CAR-A,2026-05-13,6.25,2026-05-19,16,True,False,1,0,0.9062
DLV-00381,LOT-00381,CAR-A,2026-07-31,11.22,2026-08-11,16,True,False,1,0,0.8317
DLV-00382,LOT-00382,CAR-B,2026-06-28,13.57,2026-07-11,16,True,False,1,0,0.7964
DLV-00383,LOT-00383,CAR-B,2026-07-24,14.53,2026-08-07,16,True,False,1,0,0.782
DLV-00384,LOT-00384,CAR-B,2026-05-15,12.44,2026-05-27,16,True,False,1,0,0.8134
DLV-00385,LOT-00385,CAR-A,2026-08-07,17.64,2026-08-24,16,False,True,0,1,0.0
DLV-00386,LOT-00386,CAR-A,2026-05-12,9.03,2026-05-21,16,True,False,1,0,0.8646
DLV-00387,LOT-00387,CAR-B,2026-07-13,14.9,2026-07-27,16,True,False,1,0,0.7765
DLV-00388,LOT-00388,CAR-A,2026-08-08,7.47,2026-08-15,16,True,False,1,0,0.888
DLV-00389,LOT-00389,CAR-A,2026-05-21,3.74,2026-05-24,16,True,False,1,0,0.9439
DLV-00390,LOT-00390,CAR-B,2026-07-04,14.2,2026-07-18,16,True,False,1,0,0.787
DLV-00391,LOT-00391,CAR-A,2026-08-07,21.39,2026-08-28,16,False,True,0,1,0.0
DLV-00392,LOT-00392,CAR-A,2026-05-12,5.19,2026-05-17,16,True,False,1,0,0.9222
DLV-00393,LOT-00393,CAR-A,2026-07-30,4.71,2026-08-03,16,True,False,1,0,0.9294
DLV-00394,LOT-00394,CAR-B,2026-07-23,12.56,2026-08-04,16,True,False,1,0,0.8116
DLV-00395,LOT-00395,CAR-B,2026-08-04,14.92,2026-08-18,16,True,False,1,0,0.7762
DLV-00396,LOT-00396,CAR-B,2026-05-09,14.49,2026-05-23,16,True,False,1,0,0.7827
DLV-00397,LOT-00397,CAR-B,2026-05-28,13.44,2026-06-10,16,True,False,1,0,0.7984
DLV-00398,LOT-00398,CAR-A,2026-05-21,4.57,2026-05-25,16,True,False,1,0,0.9314
DLV-00399,LOT-00399,CAR-A,2026-07-06,3.0,2026-07-09,16,True,False,1,0,0.955
DLV-00400,LOT-00400,CAR-B,2026-05-29,14.34,2026-06-12,16,True,False,1,0,0.7849
DLV-00401,LOT-00401,CAR-B,2026-07-18,13.7,2026-07-31,16,True,False,1,0,0.7945
DLV-00402,LOT-00402,CAR-A,2026-08-03,11.52,2026-08-14,16,True,False,1,0,0.8272
DLV-00403,LOT-00403,CAR-B,2026-05-25,15.17,2026-06-09,16,True,False,1,0,0.7724
DLV-00404,LOT-00404,CAR-A,2026-07-14,26.27,2026-08-09,16,False,True,0,1,0.0
DLV-00405,LOT-00405,CAR-A,2026-08-04,4.78,2026-08-08,16,True,False,1,0,0.9283
DLV-00406,LOT-00406,CAR-B,2026-06-20,13.94,2026-07-03,16,True,False,1,0,0.7909
DLV-00407,LOT-00407,CAR-B,2026-05-06,14.5,2026-05-20,16,True,False,1,0,0.7825
DLV-00408,LOT-00408,CAR-A,2026-05-19,23.12,2026-06-11,16,False,True,0,1,0.0
DLV-00409,LOT-00409,CAR-B,2026-06-18,12.98,2026-06-30,16,True,False,1,0,0.8053
DLV-00410,LOT-00410,CAR-A,2026-05-28,25.01,2026-06-22,16,False,True,0,1,0.0
DLV-00411,LOT-00411,CAR-A,2026-05-29,3.38,2026-06-01,16,True,False,1,0,0.9493
DLV-00412,LOT-00412,CAR-A,2026-05-11,17.92,2026-05-28,16,False,True,0,1,0.0
DLV-00413,LOT-00413,CAR-A,2026-05-23,4.39,2026-05-27,16,True,False,1,0,0.9342
DLV-00414,LOT-00414,CAR-A,2026-07-22,24.31,2026-08-15,16,False,True,0,1,0.0
DLV-00415,LOT-00415,CAR-B,2026-06-11,12.55,2026-06-23,16,True,False,1,0,0.8118
DLV-00416,LOT-00416,CAR-B,2026-05-06,12.47,2026-05-18,16,True,False,1,0,0.813
DLV-00417,LOT-00417,CAR-A,2026-08-05,3.0,2026-08-08,16,True,False,1,0,0.955
DLV-00418,LOT-00418,CAR-A,2026-06-29,24.16,2026-07-23,16,False,True,0,1,0.0
DLV-00419,LOT-00419,CAR-A,2026-05-06,6.43,2026-05-12,16,True,False,1,0,0.9036
DLV-00420,LOT-00420,CAR-A,2026-05-28,21.02,2026-06-18,16,False,True,0,1,0.0
DLV-00421,LOT-00421,CAR-B,2026-07-13,11.93,2026-07-24,16,True,False,1,0,0.821
DLV-00422,LOT-00422,CAR-A,2026-07-11,17.77,2026-07-28,16,False,True,0,1,0.0
DLV-00423,LOT-00423,CAR-A,2026-05-08,12.75,2026-05-20,16,True,False,1,0,0.8088
DLV-00424,LOT-00424,CAR-B,2026-07-02,13.78,2026-07-15,16,True,False,1,0,0.7933
DLV-00425,LOT-00425,CAR-B,2026-05-22,12.47,2026-06-03,16,True,False,1,0,0.813
DLV-00426,LOT-00426,CAR-A,2026-06-11,6.7,2026-06-17,16,True,False,1,0,0.8995
DLV-00427,LOT-00427,CAR-B,2026-06-02,13.27,2026-06-15,16,True,False,1,0,0.801
DLV-00428,LOT-00428,CAR-A,2026-06-11,14.74,2026-06-25,16,True,False,1,0,0.7789
DLV-00429,LOT-00429,CAR-A,2026-06-23,6.3,2026-06-29,16,True,False,1,0,0.9055
DLV-00430,LOT-00430,CAR-B,2026-05-25,13.45,2026-06-07,16,True,False,1,0,0.7982
DLV-00431,LOT-00431,CAR-A,2026-05-01,5.74,2026-05-06,16,True,False,1,0,0.9139
DLV-00432,LOT-00432,CAR-B,2026-05-18,14.31,2026-06-01,16,True,False,1,0,0.7854
DLV-00433,LOT-00433,CAR-B,2026-06-25,14.18,2026-07-09,16,True,False,1,0,0.7873
DLV-00434,LOT-00434,CAR-B,2026-05-20,13.67,2026-06-02,16,True,False,1,0,0.795
DLV-00435,LOT-00435,CAR-A,2026-05-05,19.82,2026-05-24,16,False,True,0,1,0.0
DLV-00436,LOT-00436,CAR-A,2026-06-26,4.77,2026-06-30,16,True,False,1,0,0.9284
DLV-00437,LOT-00437,CAR-A,2026-05-30,5.87,2026-06-04,16,True,False,1,0,0.912
DLV-00438,LOT-00438,CAR-A,2026-07-16,4.62,2026-07-20,16,True,False,1,0,0.9307
DLV-00439,LOT-00439,CAR-A,2026-07-21,5.9,2026-07-26,16,True,False,1,0,0.9115
DLV-00440,LOT-00440,CAR-B,2026-06-03,14.11,2026-06-17,16,True,False,1,0,0.7884
DLV-00441,LOT-00441,CAR-A,2026-07-27,20.24,2026-08-16,16,False,True,0,1,0.0
DLV-00442,LOT-00442,CAR-B,2026-06-17,13.69,2026-06-30,16,True,False,1,0,0.7947
DLV-00443,LOT-00443,CAR-B,2026-06-29,12.44,2026-07-11,16,True,False,1,0,0.8134
DLV-00444,LOT-00444,CAR-B,2026-08-07,13.59,2026-08-20,16,True,False,1,0,0.7962
DLV-00445,LOT-00445,CAR-A,2026-07-31,23.3,2026-08-23,16,False,True,0,1,0.0
DLV-00446,LOT-00446,CAR-A,2026-07-17,19.31,2026-08-05,16,False,True,0,1,0.0
DLV-00447,LOT-00447,CAR-B,2026-07-22,13.52,2026-08-04,16,True,False,1,0,0.7972
DLV-00448,LOT-00448,CAR-A,2026-05-09,5.25,2026-05-14,16,True,False,1,0,0.9212
DLV-00449,LOT-00449,CAR-B,2026-06-21,16.03,2026-07-07,16,False,True,0,1,0.0
DLV-00450,LOT-00450,CAR-B,2026-06-15,14.11,2026-06-29,16,True,False,1,0,0.7884
DLV-00451,LOT-00451,CAR-A,2026-08-04,5.69,2026-08-09,16,True,False,1,0,0.9146
DLV-00452,LOT-00452,CAR-B,2026-07-24,12.87,2026-08-05,16,True,False,1,0,0.807
DLV-00453,LOT-00453,CAR-B,2026-05-21,14.27,2026-06-04,16,True,False,1,0,0.786
DLV-00454,LOT-00454,CAR-A,2026-07-05,16.36,2026-07-21,16,False,True,0,1,0.0
DLV-00455,LOT-00455,CAR-A,2026-05-11,15.22,2026-05-26,16,True,False,1,0,0.7717
DLV-00456,LOT-00456,CAR-A,2026-05-05,4.97,2026-05-09,16,True,False,1,0,0.9254
DLV-00457,LOT-00457,CAR-A,2026-06-05,4.97,2026-06-09,16,True,False,1,0,0.9254
DLV-00458,LOT-00458,CAR-A,2026-06-01,4.43,2026-06-05,16,True,False,1,0,0.9336
DLV-00459,LOT-00459,CAR-A,2026-08-04,5.49,2026-08-09,16,True,False,1,0,0.9176
DLV-00460,LOT-00460,CAR-A,2026-06-12,5.73,2026-06-17,16,True,False,1,0,0.914
DLV-00461,LOT-00461,CAR-B,2026-05-01,13.64,2026-05-14,16,True,False,1,0,0.7954
DLV-00462,LOT-00462,CAR-A,2026-07-16,5.67,2026-07-21,16,True,False,1,0,0.915
DLV-00463,LOT-00463,CAR-B,2026-05-30,13.01,2026-06-12,16,True,False,1,0,0.8049
DLV-00464,LOT-00464,CAR-B,2026-06-17,14.55,2026-07-01,16,True,False,1,0,0.7817
DLV-00465,LOT-00465,CAR-B,2026-06-21,13.21,2026-07-04,16,True,False,1,0,0.8018
DLV-00466,LOT-00466,CAR-A,2026-05-09,5.54,2026-05-14,16,True,False,1,0,0.9169
DLV-00467,LOT-00467,CAR-B,2026-07-01,13.85,2026-07-14,16,True,False,1,0,0.7922
DLV-00468,LOT-00468,CAR-B,2026-08-07,13.4,2026-08-20,16,True,False,1,0,0.799
DLV-00469,LOT-00469,CAR-B,2026-05-13,13.52,2026-05-26,16,True,False,1,0,0.7972
DLV-00470,LOT-00470,CAR-B,2026-07-01,14.38,2026-07-15,16,True,False,1,0,0.7843
DLV-00471,LOT-00471,CAR-A,2026-07-16,6.31,2026-07-22,16,True,False,1,0,0.9054
DLV-00472,LOT-00472,CAR-A,2026-07-01,4.09,2026-07-05,16,True,False,1,0,0.9386
DLV-00473,LOT-00473,CAR-A,2026-07-11,6.19,2026-07-17,16,True,False,1,0,0.9072
DLV-00474,LOT-00474,CAR-B,2026-05-10,13.49,2026-05-23,16,True,False,1,0,0.7976
DLV-00475,LOT-00475,CAR-B,2026-05-27,11.66,2026-06-07,16,True,False,1,0,0.8251
DLV-00476,LOT-00476,CAR-B,2026-05-29,16.22,2026-06-14,16,False,True,0,1,0.0
DLV-00477,LOT-00477,CAR-B,2026-06-09,13.3,2026-06-22,16,True,False,1,0,0.8005
DLV-00478,LOT-00478,CAR-B,2026-05-25,16.11,2026-06-10,16,False,True,0,1,0.0
DLV-00479,LOT-00479,CAR-B,2026-05-19,14.97,2026-06-02,16,True,False,1,0,0.7754
DLV-00480,LOT-00480,CAR-B,2026-05-31,15.36,2026-06-15,16,True,False,1,0,0.7696
DLV-00481,LOT-00481,CAR-A,2026-05-15,3.76,2026-05-18,16,True,False,1,0,0.9436
DLV-00482,LOT-00482,CAR-A,2026-05-01,6.56,2026-05-07,16,True,False,1,0,0.9016
DLV-00483,LOT-00483,CAR-A,2026-06-24,17.33,2026-07-11,16,False,True,0,1,0.0
DLV-00484,LOT-00484,CAR-B,2026-07-21,14.58,2026-08-04,16,True,False,1,0,0.7813
DLV-00485,LOT-00485,CAR-A,2026-07-15,4.46,2026-07-19,16,True,False,1,0,0.9331
DLV-00486,LOT-00486,CAR-B,2026-07-28,13.32,2026-08-10,16,True,False,1,0,0.8002
DLV-00487,LOT-00487,CAR-B,2026-07-30,12.89,2026-08-11,16,True,False,1,0,0.8066
DLV-00488,LOT-00488,CAR-A,2026-08-05,4.26,2026-08-09,16,True,False,1,0,0.9361
DLV-00489,LOT-00489,CAR-A,2026-08-07,7.2,2026-08-14,16,True,False,1,0,0.892
DLV-00490,LOT-00490,CAR-A,2026-08-01,5.09,2026-08-06,16,True,False,1,0,0.9236
DLV-00491,LOT-00491,CAR-B,2026-05-05,13.64,2026-05-18,16,True,False,1,0,0.7954
DLV-00492,LOT-00492,CAR-B,2026-07-30,15.73,2026-08-14,16,True,False,1,0,0.764
DLV-00493,LOT-00493,CAR-B,2026-05-02,12.96,2026-05-14,16,True,False,1,0,0.8056
DLV-00494,LOT-00494,CAR-A,2026-06-07,27.87,2026-07-04,16,False,True,0,1,0.0
DLV-00495,LOT-00495,CAR-B,2026-07-11,13.79,2026-07-24,16,True,False,1,0,0.7932
DLV-00496,LOT-00496,CAR-B,2026-07-01,14.19,2026-07-15,16,True,False,1,0,0.7872
DLV-00497,LOT-00497,CAR-B,2026-05-22,15.82,2026-06-06,16,True,False,1,0,0.7627
DLV-00498,LOT-00498,CAR-A,2026-05-09,6.17,2026-05-15,16,True,False,1,0,0.9074
DLV-00499,LOT-00499,CAR-B,2026-05-08,14.2,2026-05-22,16,True,False,1,0,0.787
DLV-00500,LOT-00500,CAR-A,2026-06-01,30.96,2026-07-01,16,False,True,0,1,0.0
DLV-00501,LOT-00501,CAR-A,2026-05-07,15.27,2026-05-22,16,True,False,1,0,0.771
DLV-00502,LOT-00502,CAR-A,2026-06-21,6.84,2026-06-27,16,True,False,1,0,0.8974
DLV-00503,LOT-00503,CAR-A,2026-06-20,6.21,2026-06-26,16,True,False,1,0,0.9068
DLV-00504,LOT-00504,CAR-A,2026-06-12,4.17,2026-06-16,16,True,False,1,0,0.9374
DLV-00505,LOT-00505,CAR-A,2026-06-25,6.58,2026-07-01,16,True,False,1,0,0.9013
DLV-00506,LOT-00506,CAR-A,2026-08-04,4.31,2026-08-08,16,True,False,1,0,0.9354
DLV-00507,LOT-00507,CAR-A,2026-05-10,21.49,2026-05-31,16,False,True,0,1,0.0
DLV-00508,LOT-00508,CAR-B,2026-05-11,13.6,2026-05-24,16,True,False,1,0,0.796
DLV-00509,LOT-00509,CAR-B,2026-07-30,15.22,2026-08-14,16,True,False,1,0,0.7717
DLV-00510,LOT-00510,CAR-A,2026-05-31,28.27,2026-06-28,16,False,True,0,1,0.0
DLV-00511,LOT-00511,CAR-B,2026-07-16,14.98,2026-07-30,16,True,False,1,0,0.7753
DLV-00512,LOT-00512,CAR-B,2026-06-26,12.57,2026-07-08,16,True,False,1,0,0.8114
DLV-00513,LOT-00513,CAR-A,2026-05-26,3.0,2026-05-29,16,True,False,1,0,0.955
DLV-00514,LOT-00514,CAR-A,2026-05-23,4.02,2026-05-27,16,True,False,1,0,0.9397
DLV-00515,LOT-00515,CAR-B,2026-05-18,15.15,2026-06-02,16,True,False,1,0,0.7728
DLV-00516,LOT-00516,CAR-B,2026-06-28,12.61,2026-07-10,16,True,False,1,0,0.8109
DLV-00517,LOT-00517,CAR-A,2026-06-01,5.32,2026-06-06,16,True,False,1,0,0.9202
DLV-00518,LOT-00518,CAR-A,2026-05-30,26.09,2026-06-25,16,False,True,0,1,0.0
DLV-00519,LOT-00519,CAR-B,2026-07-25,13.54,2026-08-07,16,True,False,1,0,0.7969
DLV-00520,LOT-00520,CAR-A,2026-06-20,18.98,2026-07-08,16,False,True,0,1,0.0
DLV-00521,LOT-00521,CAR-B,2026-07-13,12.82,2026-07-25,16,True,False,1,0,0.8077
DLV-00522,LOT-00522,CAR-B,2026-05-26,14.56,2026-06-09,16,True,False,1,0,0.7816
DLV-00523,LOT-00523,CAR-A,2026-05-14,14.94,2026-05-28,16,True,False,1,0,0.7759
DLV-00524,LOT-00524,CAR-A,2026-07-21,13.11,2026-08-03,16,True,False,1,0,0.8034
DLV-00525,LOT-00525,CAR-B,2026-07-15,13.18,2026-07-28,16,True,False,1,0,0.8023
DLV-00526,LOT-00526,CAR-B,2026-07-08,12.98,2026-07-20,16,True,False,1,0,0.8053
