institution,latitude,longitude
Alabama A&M University,34.785175,-86.575261
Foundation For California Community Colleges,38.57165,-121.49492
Iiam Corporation,37.744255,-122.506619
Minnesota State Colleges And Universities,47.422322,-92.922019
Berkeley Geochronology Center,37.870313,-122.268064
East Carolina University,34.849611,-82.399498
Glendale Community College,34.167323,-118.227992
American Association For The Advancement Of Science,38.91709,-76.98648
Delgado Community College,29.984128,-90.10622
"Connect Dynamics, Inc.",36.367166,-94.199343
Children's Hospital Los Angeles,34.097729,-118.289996
Endicott College,42.549099,-70.878157
Adler Planetarium,41.866389,-87.606729
Mayo Clinic Rochester,44.022697,-92.466919
Institute For Advancing Computing Education,40.75705,-89.653522
Suffolk Community College,40.866515,-73.035409
Salt Lake Community College,40.672771,-111.944776
"Calista Education And Culture, Inc.",61.175185,-149.888785
St Jude Children's Research Hospital,35.149844,-90.049566
Joliet Junior College,41.500594,-88.18133
Scientific Committee On Oceanic Research (Scor),39.677681,-75.753911
Rutgers University Camden,39.944087,-75.119193
National Opinion Research Center,41.881953,-87.632362
Computing Research Association,38.903497,-77.042937
Bethel University,44.948228,-93.091634
Phyllotech Inc.,42.49618,-88.98828
College Of The Menominee Nation,44.858898,-88.626468
Aerodyne Research Inc,42.52818,-71.26869
American Indian Higher Education Consortium,38.809105,-77.040592
Farallon Institute For Advanced Ecosystem Research,38.23171,-122.6311
Family Health International,35.992724,-78.903946
University Of Wisconsin-Whitewater,42.836133,-88.743461
"M3d, Inc.",42.28173,-83.801546
Calvin University,42.966386,-85.670181
Grinnell College,41.74145,-92.72471
"Metrolab Network, Inc.",38.906724,-77.038965
Stephen F. Austin State University,43.051525,-82.521824
Concord Consortium,42.456616,-71.358199
"Institute For Astronomy, University Of Hawaii",21.309742,-157.810433
Augsburg University,44.965971,-93.240983
Maricopa County Community College District,33.425508,-111.939965
Cuny Bronx Community College,40.85752,-73.912925
University Of Hawaii At Manoa,21.304547,-157.855676
Highline Community College,47.387685,-122.298696
Sustainable Manufacturing Innovation Alliance Corp.,43.070061,-77.682646
American Physical Society,33.813081,-116.963661
Texas A&M International University,27.570295,-99.436479
Sustainable Horizons Institute,33.694279,-116.396549
Front Range Community College,39.90129,-105.03792
College Of William & Mary Virginia Institute Of Marine Science,37.259002,-76.494661
Lorain County Community College,41.413223,-82.073721
Rocky Mountain Biological Laboratory,38.958409,-106.987962
Texas A&M Engineering Experiment Station,30.620203,-96.342988
"Broward Education Foundation, Inc",26.11458,-80.139639
Cleaved Diagnostic Corporation,29.941353,-90.074363
Society Of Manufacturing Engineers,42.475291,-83.243463
Johns Hopkins University Applied Physics Lab,42.346813,-71.098972
Drew University,45.02018,-96.19632
Toyota Technological Institute At Chicago,41.784752,-87.59264
"Imagecat, Inc.",33.766882,-118.197743
Milwaukee Public Museum,43.040695,-87.921559
"Engineering For Us All, Inc.",38.98585,-76.93477
Winston-Salem/Forsyth County Schools,36.180149,-80.28111
Mongo App Inc.,30.033542,-90.244365
Sensate Robotics Inc.,34.07711,-118.31606
"Coolaimate, Inc",34.180618,-118.156115
"Innotech Precision Medicine, Inc",42.311455,-71.131508
"Kapha Bio, Inc.",38.05994,-122.17095
"Topolight, Inc.",37.867017,-122.298942
Krokos Bio Inc,42.0758,-78.41894
"Avant Genomics, Llc",38.059465,-78.452007
Digi-Clone Ltd,33.973676,-84.127566
"Limax Biosciences, Inc.",42.37599,-71.10214
"Immuno Nano Med, Inc",42.030521,-93.644673
Viat Services Llc,27.030489,-82.411657
Tunabotics Llc,43.01363,-76.08106
Treysta Medical Technologies Llc,29.703773,-82.379679
"Segmedix, Co.",43.0749,-77.477463
Afference Inc,40.05072,-105.27241
Sorcerer Corporation,37.779028,-122.396039
Cosine Corp,37.421642,-122.159141
"Rutgers, The State University Of New Jersey",40.733183,-74.1735
Fraunhofer Usa Center For Coatings And Diamond Technologies,42.715895,-84.468576
"Florida Association For Nanobiotechnology, Inc",28.111607,-82.550423
University Of The South,35.204757,-85.921523
American Geophysical Union,38.914635,-77.045257
Rockhurst University,39.033212,-94.573026
Digital Promise Global,38.902845,-77.039061
New Jersey City University,40.710371,-74.087331
Yeshiva University,40.850658,-73.929869
Quantireal Inc.,37.36661,-121.99036
Usenix Association,47.462339,-122.987494
"One Spot Learning, Inc.",40.02741,-75.34855
"Teachers College, Columbia University",40.712749,-74.005994
Barnard College,40.712749,-74.005994
University Of Oklahoma Health Sciences Center,35.474464,-97.504766
Evergreen Valley College,37.300541,-121.761821
University Of San Diego,32.772394,-117.190188
Conference Board Math Sciences,41.169835,-73.75307
Riverside Community College District/Moreno Valley Campus,33.937321,-117.226368
Carleton College,44.455118,-93.160165
Ecohealth Alliance Inc.,40.753691,-73.992082
Georgia Gwinnett College,33.979326,-84.004637
Paleontological Research Institute,42.46658,-76.53624
University Of Hawaii At Hilo,19.705506,-155.080147
"The University Corporation, Northridge",34.23619,-118.528279
Fa7001 Usafa Ofc Of Rsrch Usafa Df,39.006663,-104.885908
National Science Policy Network,33.874215,-118.121315
American Association For Aerosol Research,42.519506,-71.043296
Research Foundation Of The State University Of New York,42.649866,-73.752739
Genalpha Nuclear Technologies Llc,44.74774,-85.63065
Wright State University,39.780109,-84.064663
Monterey Bay Aquarium Research Institute,36.802088,-121.788164
Merit Strategy Llc,40.016745,-105.281761
Kqed Inc,37.762684,-122.409669
Florida Gulf Coast University,26.641868,-81.871675
Pacific Lutheran University,47.14546,-122.44514
University Of Nebraska At Omaha,41.256568,-95.940959
Consortium Of Universities For The Advancement Of Hydrologic Sci,42.423865,-71.173956
Randolph College,37.43724,-79.17192
Allegheny College,41.638702,-80.152468
Computer Science Alliance,35.68053,-105.939614
Sostento Inc.,40.816508,-74.218266
Duquesne University,40.437575,-79.993648
Geometric Data Analytics,35.992657,-78.914602
California State L A University Auxiliary Services Inc.,34.062907,-118.170906
University Of Arkansas Little Rock,34.722464,-92.338449
Longwood University,35.954137,-80.002365
Minnesota Public Radio,44.94919,-93.095658
American Meteorological Society,42.3569,-71.06705
New College Of Florida,27.38484,-82.55855
"4-D Avionic Systems, Llc",39.17698,-96.561651
Corporation For Education Network Initiatives In California,33.879828,-118.027867
Koliber Biosciences Inc.,32.98747,-117.0722
Mount Holyoke College,42.259137,-72.574846
Lincoln University,38.578864,-92.175027
California State University-Stanislaus,37.49247,-120.845973
"Manhattan Biosolutions, Llc",40.857465,-73.967804
University Of Georgia,33.957715,-83.37524
"Semergytech, Inc.",32.734131,-97.106759
"Infratie Solutions, Llc",36.11095,-97.111302
"Loomia Technologies, Inc.",40.656776,-74.006759
Bethune-Cookman University,29.212165,-81.032359
Advaita Corporation,42.30332,-83.697037
"Geofinancial Analytics, Inc.",37.856499,-122.481486
"Credential Engine, Inc.",38.903987,-77.045599
Austin Community College,43.67286,-93.02756
"Us Ignite, Inc.",38.904524,-77.041957
Battelle Memorial Institute,39.962232,-83.000642
Terc Inc,42.391532,-71.123075
Texas A&M University-Kingsville,27.523123,-97.882004
Hofstra University,40.716628,-73.599705
"Association Of Universities For Research In Astronomy, Inc.",32.221297,-110.973306
Eduworks Corporation,44.561495,-123.263935
Human Frontier Science Program,48.583983,7.739458
Search Technology Inc,33.977139,-84.211951
Middlebury College,41.527585,-73.12259
Catholic University Of America,38.933385,-76.996265
Educational Testing Service,40.345225,-74.71595
University Of Tennessee Martin,36.343067,-88.849605
Middle Tennessee State University,35.843643,-86.370694
Alfred University,42.253959,-77.790404
"Vcreate, Inc.",37.458059,-122.1889
"Life Seal Vascular, Inc.",33.66104,-117.693375
"Ubiquitx, Inc.",40.787805,-73.973703
Hawaii Science And Technology Museum,19.704511,-155.11701
Florida Memorial University,25.917196,-80.268823
Weka Biosciences Llc,35.692167,-105.940459
Beckman Research Institute City Of Hope,33.66703,-93.591596
American Psychological Assoc,38.899866,-77.007507
Talladega College,33.433273,-86.111933
Fairleigh Dickinson University,44.08164,-123.13353
"Yank Technologies, Inc.",40.698863,-73.975029
Url To Irl Inc.,47.852684,-122.151752
Berkm Inc,42.399282,-71.149265
Gencores Llc,42.375535,-71.093231
Medimint,38.900947,-77.048221
Viqi Llc,34.43218,-119.811801
Florida Southern College,28.030466,-81.944172
Covid Cough Inc,39.599185,-104.889991
"Orthomechanica, Inc.",44.528209,-123.258698
"42Bio, Llc",29.606892,-82.451456
Prime Labs Inc,47.00556,-113.32957
Denison University,33.755332,-96.536878
St. Petersburg College,27.772077,-82.638486
"3I Diagnostics, Inc.",39.18691,-77.250433
Our Lady Of The Lake University,29.424534,-98.491484
American Physiological Society,39.047825,-77.127443
Lane College,34.048051,-118.254187
Doane University,41.44462,-87.6313
"Truspin Nanomaterial Innovation, Inc.",33.511837,-86.812524
Suny College At New Paltz,41.73953,-74.08103
Monterey Institute For Research In Astronomy,41.156915,-86.482279
Voorhees College,39.851234,-74.961313
Mount St. Mary's University,39.684288,-77.350671
Baldwin Wallace University,38.894817,-101.75173
The College Of Idaho,43.652758,-116.676829
Drake University,41.601051,-93.652535
Randolph-Macon College,32.838003,-83.62782
Sonata Scientific Llc,41.41491,-73.42141
University Enterprises Corporation At Csusb,34.10646,-117.291887
University Of Toledo Health Science Campus,41.65534,-83.535709
Mitchell Hamline School Of Law,44.948228,-93.091634
Franklin W. Olin College Of Engineering,35.924863,-86.868696
Embry-Riddle Aeronautical University,29.189831,-81.048297
Western Oregon University,44.848551,-123.237379
Suny Empire State College,40.793438,-77.860333
Open Source Hardware Association,40.018066,-105.282548
Quasistatics Inc,40.461785,-86.929677
La Sierra University,33.91013,-117.49576
Funxion Wear,30.016512,-95.293273
Nouvai Inc.,34.08561,-118.365576
Censyn Inc,33.638018,-117.849089
"Freyya, Inc.",40.740862,-111.926784
"Lydian Labs, Inc.",42.365588,-71.104
"Zepsor Technologies, Inc.",42.47867,-71.19313
Intact Therapeutics,37.418408,-122.148124
Fond Du Lac Tribal And Community College,43.77326,-88.448231
"Samara Aerospace, Inc.",37.756895,-122.38785
Chicago Zoological Society,41.832591,-87.838433
Bactria Pharmaceuticals Llc,40.09793,-105.32504
Orbital Services Corporation Llc,17.96828,-66.37236
"Inia Biosciences, Inc.",42.313357,-71.039377
University Of Wisconsin-Parkside,42.645443,-87.853001
Michigan State University Foundation,42.734615,-84.480287
New Mexico Trade Alliance,35.08057,-106.608584
San Antonio College,29.424534,-98.491484
Virginia Biotechnology Research Park,37.535871,-77.434646
"Current Innovation, Nfp",41.882178,-87.634355
The Industrial Commons,35.71904,-81.708512
"Fuzehub, Inc.",42.654394,-73.752099
"Icamr, Inc.",28.291931,-81.370491
"Purdue Applied Research Institute, Llc",40.422991,-86.922721
"Rocky Mountain Innovation Initiative, Inc.",40.596554,-105.071906
National Marine Mammal Foundation,32.719371,-117.221197
"Finiks Forge, Inc.",40.686292,-73.97319
"Spacerake, Inc.",42.367836,-71.089508
Immergo Llc,37.393816,-122.078961
Seattle Children's Hospital,47.66272,-122.281915
Bard College,42.021207,-73.907019
"Corsha, Inc.",38.929252,-77.249039
"Apogee Semiconductor, Inc.",33.02932,-96.703375
"Air Company Holdings, Inc.",40.707781,-73.932678
"Biomesense, Inc.",41.799799,-87.589525
Athem L.l.c.,35.858302,-78.847103
"Omnicyte, Llc",41.25573,-72.68502
Kapalya Inc,37.871008,-122.27143
Ostiio Llc,39.941624,-75.200002
Winter Innovations Inc.,35.947359,-83.939213
United States Air Force Academy,39.006663,-104.885908
North Orange County Community College District,33.849906,-117.945718
Compact Medical Solutions Llc,39.655933,-86.0264
Theromics Inc.,42.02208,-71.009319
"Altyx Surgical, Inc.",42.062441,-87.711567
Andrews University,41.946413,-86.338626
Chosen Diagnostics Inc,29.957641,-90.074733
Fitchburg State University,42.583619,-71.801735
Cascade Biocatalysts Inc.,39.772202,-104.910573
"E-2 Unlimited Technologies, Llc",38.961841,-76.505723
Salve Regina University,41.473759,-71.298936
"Agil Therapeutics, Inc.",37.728721,-122.457541
"Illuminant Surgical, Inc.",37.438499,-122.158638
Covalabio Inc.,32.87945,-117.163001
"Roca Water, Inc.",37.765339,-122.241895
"Georgia Biosciences Organization, Inc.",33.991539,-84.34101
Otoro Energy Inc,40.01816,-105.278683
Tile Farm Llc,35.095543,-106.610533
"Hoofprint Biome, Inc.",35.773824,-78.673004
"H-Bar Instruments, Llc",42.28712,-83.76631
"Medfree, Inc.",37.517139,-122.052789
"Noble Research Institute, Llc",34.18495,-97.08441
"Wui-Go, Llc",38.765061,-75.211613
Chascii Inc,34.190829,-118.111826
"Mellicell, Inc.",42.363773,-71.202159
International Wheat Genome Sequencing Consortium,44.7694,-91.439
"Walia, Rampyari",32.814759,-116.979634
"Lunexus Space, Llc",39.744962,-105.008866
"Imperium Technologies, Inc.",30.548474,-97.783712
University Of California At Irvine,33.684617,-117.82634
Indiana University Of Pennsylvania Research Institute,40.622948,-79.153346
"Tiptek, Llc",39.95451,-75.558043
North Carolina Wesleyan College,36.017449,-77.774449
Indiana Institute Of Technology,41.080496,-85.138361
All-In Peppers And Specialty Produce Llc,42.682733,-88.261096
Pecan Street Inc.,30.268072,-97.742806
Millikin University,40.927494,-78.280072
Education Northwest,45.52079,-122.68017
Hendrix College,48.340634,-122.34043
White Earth Tribal And Community College,47.315254,-95.96862
University Of Maine,44.883537,-68.672082
Guilford College,36.090004,-79.888823
Gloucester Marine Genomics Institute,42.610764,-70.707825
"Caravel Bio, Inc.",45.489097,-122.671854
"Akanocure Pharmaceuticals, Inc.",40.466648,-86.93284
Community College Of Aurora,39.717956,-104.802704
"Objective Ed, Inc.",26.648205,-80.289481
Starnav Llc,33.981941,-117.369405
"Woodwell Climate Research Center, Inc.",41.54948,-70.64352
"Superclean Glass, Inc.",40.896035,-72.956928
La Salle University,41.33044,-89.094397
"Global Cooling Technology Group, Llc",33.3202,-112.003434
"Beamlink, Inc.",33.976056,-118.390896
Zenoleap Llc,38.96089,-95.30215
Phytunes Inc,37.444096,-122.160668
University Of Northern Colorado,40.406352,-104.685603
St Mary's College,41.69896,-86.23875
Tendo Technologies Inc,40.356342,-74.594459
South Carolina State University,33.49255,-80.862701
Bay Mills Community College,46.454528,-84.606488
Prissem Academic Services Llc,37.598095,-77.600835
University Of Puerto Rico-Arecibo Campus,41.024616,-88.307399
Rotoheater Llc,42.28795,-83.753775
"Temprian Oncology, Inc.",41.893375,-87.795097
"Astroforge, Inc.",33.757872,-118.088111
Biospherical Instruments Inc,32.766332,-117.195052
Hendtech Llc,34.7777,-82.20893
Mayfair Group Llc,36.847022,-76.293256
University Of Toronto,44.045511,-123.067993
"Raven Space Systems, Inc.",39.098911,-94.601178
Myaniml,38.868573,-94.653955
Rehabnetics Medical Llc,45.012307,-93.227243
Climate Analytics Inc.,40.745937,-73.983956
Unigrid Inc.,32.9701,-117.177862
"Group1, Inc.",29.844682,-97.979819
"Mantel Capture, Inc.",45.022585,-69.47286
"Figure 8, Inc.",35.208735,-120.62421
Dencoda Llc,40.464846,-86.904101
Stargazer Design Technologies Inc,42.97054,-71.19113
Mithrilai Corp.,36.733532,-85.271286
Csub Auxiliary For Sponsored Programs Administration,35.352229,-119.105261
Trees Roi Llc,44.334177,-73.104691
Gforce Animation Inc,30.145434,-95.448481
"Aerhart, Llc",34.02248,-118.80375
"Artimatic Technologies, Inc.",33.88047,-84.21693
Clue Genetics Inc.,37.765339,-122.241895
Carbide Radio Inc,37.226518,-121.863988
Freescale Llc,35.79809,-78.84476
Maxwave Llc,43.17492,-89.455736
University Of Dayton,39.740747,-84.179566
"Maui Imaging, Inc.",32.330782,-110.886049
Ballydel Technologies Inc.,39.77264,-75.57408
"Forward Edge Ai, Inc.",29.424534,-98.491484
Joan And Sanford I. Weill Medical College Of Cornell University,42.751211,-75.465247
Everett Community College,47.979254,-122.208624
Dasion Corporation,38.81262,-77.3772
Cobio Diagnostics Inc.,39.747859,-104.840754
"The Geological Society Of America, Inc.",40.037286,-105.250396
Pepperdine University,34.036513,-118.708446
"Reselute, Inc.",37.129167,-92.263746
"California State University, East Bay Foundation, Inc.",37.655798,-122.056525
"Rethink Learning, Inc.",41.044465,-74.082018
"Vaxess Technologies, Inc.",42.359952,-71.114854
"Revel Technologies, Inc.",37.713199,-122.172351
Red Lake Nation College,47.879909,-95.009644
"Acatechol, Inc.",34.14993,-118.103573
One Million Metrics Corp,40.753168,-73.999237
Georgia Tech Applied Research Corporation,33.77976,-84.40043
"Fakhro, Louay K",33.569761,-117.670449
University Of New Orleans,30.06816,-89.95349
Fairfield University,41.141683,-73.256166
Rcam Technologies,39.996348,-105.224635
"Biochip Labs, Inc.",41.499262,-81.61813
Tarleton State University,44.260967,-69.44124
Navajo Technical University,35.684358,-108.144885
"Grow Oyster Reefs, Llc",38.06111,-78.65357
"Tacit Therapeutics, Inc.",37.66331,-122.38969
Insilicom Llc,30.585139,-84.256096
"Mintangible, Inc.",37.640793,-77.64445
Initium Ai Inc.,42.283488,-83.835236
Xheme Inc.,42.29444,-71.18936
Viaduct Technologies Llc,39.631519,-79.945985
Fringe Metrology Llc,32.20088,-110.82566
Script Biosciences Inc,40.244228,-74.849421
Forchun Llc,37.210067,-121.874912
"Radiant Space Systems, Inc.",34.164395,-118.37471
"Neocare Innovations, Inc.",34.028729,-118.497976
Vayuh Inc,37.828596,-122.262743
"Mito-Biotherapeutics, Inc.",30.67574,-87.87568
Water Illumination Inc,33.656909,-117.699496
Betafeld Llc,42.36369,-71.07922
Enchroma Inc.,37.871096,-122.270398
Resilitix Intelligence Llc,29.78178,-95.63515
"Vuemen, Inc.",47.663514,-122.275462
"Therafluor, Inc.",45.536655,-122.621657
Provizigen Llc,40.73238,-73.989803
"Deeplux Technology, Inc",40.418362,-86.892691
Laser Graphictronics Llc,38.914854,-92.37559
Sunairio Inc.,39.284586,-76.599978
Rivalia Chemical Co,41.708484,-87.985689
Crabline Robotics Llc,41.484526,-81.546463
"Astria Biosciences, Inc.",40.439375,-79.996754
Lab2701 Llc,34.932574,-96.392682
Adden Energy Inc,42.376538,-71.274144
Tiami Llc,38.417635,-121.391108
"Sonogen Medical, Inc.",38.98374,-77.073469
Kilele Health Llc,39.72445,-84.16727
Lumina Instruments Inc.,37.39161,-121.907535
Pangea Chat Llc,37.52669,-77.417005
"Piersica, Inc.",30.425555,-84.324705
Stockton University,39.490854,-74.532916
"Jupiter Therapeutics, Inc.",33.799581,-118.07468
Colorado State University-Pueblo,38.31052,-104.5781
Pharmacoustics Technologies Llc,44.684222,-74.979722
"Canomiks, Inc.",44.020866,-92.46485
Oxbyel Technologies Inc.,33.451018,-111.99884
"Akttyva Therapeutics, Inc.",42.377144,-71.178306
"Wetx, Inc.",40.768389,-111.904409
Tyfast Energy Corp.,32.94579,-117.23457
"Applied Ocean Sciences, Llc",38.79531,-77.32733
"Cryptyx Bioscience, Inc.",47.698954,-117.283624
Lewis And Clark College,44.877647,-97.734959
"University Of Massachusetts, Dartmouth",41.629154,-71.006926
Iambic Inc.,40.764979,-73.981832
"Rivieh, Inc.",34.051415,-118.263222
Knology Ltd.,40.705776,-74.010152
Earthshot Labs Pbc,38.37886,-122.89214
Maijker Corp.,40.463308,-86.922898
Valdosta State University,30.845173,-83.288815
Seia Bio Inc,41.957052,-70.665058
Ada Tech Llc,42.208,-71.3921
Oso Semiconductor Inc.,37.61986,-122.42009
Liebold Technologies Llc,28.104263,-80.696666
Weel Autonomy Inc.,47.686671,-122.14229
Cabrera Research Lab Llc,42.371309,-76.441429
"Top Grain Technologies, Inc.",29.66819,-95.5618
"Ethar, Inc.",34.741248,-86.59651
Firstthen Inc,32.846074,-96.819659
"Ground Control Robotics, Inc.",33.937078,-84.393969
Resonance Signatures Llc,29.67748,-82.48706
"Resilient Lifescience, Inc",40.45076,-80.00526
"Fluxworks, Inc.",30.34665,-95.4872
Snochip Inc,40.333284,-74.575522
"Audiot, Inc.",33.77874,-84.39602
Space Kinetic Corp.,35.06741,-106.54848
Banyu Carbon Inc,47.655795,-122.30301
Tenvos Inc.,38.535476,-121.556598
Ultropia Corp,47.701684,-122.302644
"Parallel Pipes, Llc",39.934119,-120.902595
Gravel Capital Llc,39.939511,-75.177346
Cogni Trax,37.388175,-121.950552
"Exigent Solutions, Inc.",33.262303,-96.904353
"Community & Technical Colleges, Washingtion State Board For",47.044908,-122.90169
"Literaseed, Inc.",40.792285,-77.835285
Runestone Academy Ltd,45.51885,-92.37878
Pikes Peak Community College,38.76428,-104.78673
Berry College,34.288971,-85.187309
Myconaut Llc,46.79205,-87.701842
Genexgen Inc,37.396112,-122.110256
Gordon College,32.934362,-97.078388
"Halo Cures, Inc.",41.906399,-87.6373
Platform Technology Ventures Llc,42.31161,-71.31416
Chugach Regional Resources Commission,61.160831,-149.854641
Campbell University,35.410373,-78.736706
Mississippi University For Women,33.49522,-88.42752
University Of St. Thomas,44.9411,-93.16702
"Yerba Buena Vr, Inc.",34.024001,-84.236747
Francis Marion University,40.67501,-111.280876
"Purafide, Llc",40.717677,-73.788522
Ai Pow Llc,30.53933,-96.285393
The University Of Louisiana At Monroe,32.511235,-92.102516
Tfwireless Inc.,44.921696,-93.320729
Metropolitan State University,44.948228,-93.091634
Simon's Rock Of Bard College,42.195497,-73.361424
Texas Tech University Health Science Center,33.589413,-101.891832
"2Kr Systems, Llc",43.18287,-71.06252
Ranchcheck Inc.,30.530422,-104.15788
Berea College,41.366279,-81.85382
Furman University,34.849611,-82.399498
Seattle Community College District Office,47.614423,-122.32174
Winona State University,44.051778,-91.638312
"Soctera, Inc.",42.439687,-76.496695
Claudius Legal Intelligence Inc,25.72945,-80.30659
Valparaiso University,41.467793,-87.060972
Norwich University,41.524341,-72.075912
Citadel Military College Of South Carolina,32.789284,-79.938628
"Knox Networks, Inc.",34.062253,-118.414591
Pirvision Lens Llc,37.240277,-122.001393
Regis University,39.789159,-105.030738
Bluestem Biosciences Inc,41.257174,-95.965514
"Biolattice, Llc",39.957384,-75.18248
University Of Arkansas Medical Sciences Campus,34.748547,-92.320369
"Mathinvestments, Inc.",34.696665,-86.592497
Limar Ai Inc,32.713623,-117.16016
"Anyglabs, Inc.",32.893491,-117.194619
Holy Family College,39.952756,-75.166853
Niagara University,43.108525,-78.985958
Lenoir-Rhyne College,41.863733,-99.959547
Piedmont College,34.703272,-82.464258
Tennessee Wesleyan College,35.445159,-84.592899
The University Of Texas Health Science Center At Tyler,31.795289,-94.180295
The Chicago School Of Professional Psychology,41.888139,-87.63371
University Of Colorado At Denver-Downtown Campus,39.741681,-104.986109
Louisiana State University Health Sciences Center,29.957272,-90.08323
Pratt Institute,40.691905,-73.963962
National Council For Science And The Environment/Cedd,46.756767,-122.056206
Mercer University,40.511352,-93.531985
Norfolk State University,42.118315,-71.325084
King's College,41.245434,-75.881336
"Coagulo Medical Technologies, Inc.",42.347036,-71.243261
Saint Bonaventure University,39.667998,-76.3792
Radford University,37.13716,-80.54534
Central State University,39.71763,-83.88204
Bemidji State University,47.48636,-94.875784
American Astronomical Society,38.902645,-77.03862
Siena College,42.704908,-73.754496
Spelman College,33.745655,-84.408849
"Institute For Future Intelligence, Inc.",42.26943,-71.351971
Alma College,43.378982,-84.661846
"Biomimics, Llc",37.816805,-122.122391
Eastern Washington University,47.486899,-117.57592
Bernice P Bishop Museum,21.308499,-157.861535
Farmsense Inc.,33.992411,-117.349876
Dona Ana Branch Community College,32.276045,-106.755235
Augustana College,41.511072,-90.574639
Rush University Medical Center,41.874725,-87.669096
Brookings Institution,38.909007,-77.040578
"Suny, Upstate Medical University",43.04204,-76.140719
Westfield State College,40.793438,-77.860333
Harding University Main Campus,40.005733,-105.2713
Genetics Society Of America,39.047825,-77.127443
Wittenberg University,42.105752,-72.622077
Sul Ross State University,30.358496,-103.661709
North Central College,26.011358,-80.158035
"Biosens8, Inc.",42.362905,-71.096257
Maine Mathematics And Science Alliance,44.314786,-69.774393
Metropolitan College Of New York,40.712749,-74.005994
Quincy University,39.93959,-91.38658
Fort Hays State University,30.122961,-97.87329
Kentucky Science & Technology Corporation,38.045114,-84.502635
Franklin Pierce University,31.145464,-96.32251
Oklahoma Medical Research Foundation,35.48294,-97.497688
Southern Adventist University,35.048206,-85.051906
California Baptist University,33.929869,-117.426249
Waterus Llc,34.128395,-81.164018
"Pod Network, Llc",33.901331,-118.387485
Hyperkelp Inc,33.45124,-117.594596
Catalyst Cooperative,39.945905,-75.213631
Nature Conservancy,38.882671,-77.112305
Institute For Global Environmental Strategies,38.888323,-77.094521
Aikido Technologies Inc,37.758865,-122.411706
Cleveland State Community College,35.201021,-84.879344
"Trine University, Inc",44.512579,-87.973875
Roane State Community College,34.048051,-118.254187
Manhattan College,40.889602,-73.900782
Ina Solutions Inc.,38.881872,-77.37132
Myvillage Project Inc,30.327241,-81.656786
Student Research & Development,47.622672,-122.312903
"Inquiring Systems, Inc.",38.439947,-122.70536
Widener University,47.224445,-122.536996
Wilo Networks Inc.,38.03657,-84.5053
Smart Pad Llc,42.853773,-73.887812
Marymount University,38.90529,-77.128298
Open Molecular Software Foundation,38.542964,-121.744081
Chitovate Llc,33.705137,-88.336048
General Probiotics Inc,44.97106,-93.20407
Butler University,39.839408,-86.168949
Hudsonalpha Institute For Biotechnology,34.72532,-86.690998
"Ryp Labs, Inc.",47.76761,-122.183531
Saint Joseph's College,28.8117,-81.322754
"Metaculus, Inc.",35.227752,-106.630265
Newhaptics Corp.,42.246807,-83.682294
South Florida State College,27.59561,-81.502173
Mitre Corporation Virginia,38.921571,-77.204569
Houston Baptist University,43.77009,-91.570694
Troy University,31.79782,-85.95287
Nazareth College Of Rochester,43.150684,-77.57657
Van Andel Research Institute,42.966386,-85.670181
Chippewa Valley Technical College,44.810641,-91.497655
University Of Puerto Rico In Ponce,39.918408,-86.284608
Nevada System Of Higher Education,39.551315,-119.812282
National Science Teaching Association,38.892747,-77.080626
National Center For State Courts,37.271171,-76.701743
Whitman College,39.20084,-88.1921
Western University Of Health Sciences,34.055122,-117.750073
Godwit Key Company,32.748115,-117.226703
Millersville University,39.997253,-76.356617
University Of West Alabama,32.582908,-88.187549
"Eden Geopower, Inc.",42.381711,-71.102774
"Sakura Software Solutions, Llc",41.785196,-88.175363
Erie Community College,42.772346,-78.798179
Signal-Wise Llc,42.609938,-83.184889
"Amplified Sciences, Llc",40.461785,-86.929677
"Parkview Hospital, Inc.",41.095748,-85.109884
Wor-Wic Community College,38.37384,-75.5015
Lake Land College,39.433309,-88.379207
"Atmospheric & Space Technology Research Associates, L.l.c.",39.967409,-105.166458
Bay Area Environmental Research Institute,37.7952,-122.3939
Western Wyoming Community College District,41.585654,-109.220577
Shakopee Mdewakanton Sioux Community,44.73621,-93.47285
Albany State University,42.649866,-73.752739
Suny College At Geneseo,42.795146,-77.81943
"Higher Education, Connecticut Board Of Regents For",41.306065,-72.925772
Tarrant County College District,32.756434,-97.338045
Docare Llc,18.450193,-66.073864
Gateway Technical College,42.606569,-87.847239
Virginia Western Community College,37.271828,-79.940557
Kilgore College,32.37852,-94.87247
Ionicscale Llc,33.76973,-84.370757
Jackson Community College,42.246577,-84.40712
Renton Technical College,47.490275,-122.17647
Zane State College,40.793438,-77.860333
Dinya Dna Llc,37.772739,-122.45028
Winthrop University,34.923685,-81.026183
Nantucket Maria Mitchell Association,41.27245,-70.094965
"Morgridge Institute For Research, Inc.",43.072831,-89.407968
Crow Canyon Archaeological Center,37.355184,-108.620403
Southern University At Shreveport,32.470182,-93.755346
Savannah State University,30.618389,-96.345485
Johnston Community College,35.511228,-78.346009
Coe College,41.98892,-91.659863
Dana-Farber Cancer Institute,42.337542,-71.108254
Ximpatico Inc.,37.400553,-121.919385
Hillsborough Community College,27.976943,-82.512753
Planetary Science Institute,32.264321,-110.946096
Shaw University,35.779557,-78.638148
Vishwamitra Research Institute,42.27319,-88.247117
Sea Research Foundation,41.373305,-71.953539
